#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654  -85.508418598  -54.181831307   15.288139286
   -2.951193099   -3.141592654  -94.144232667  -35.817556308   18.049642966
   -2.760793544   -3.141592654  -98.985971994  -15.232450097   19.937470923
   -2.570393989   -3.141592654 -100.147776731    2.042397694   21.007985198
   -2.379994435   -3.141592654  -98.655235304   12.280037007   21.649710745
   -2.189594880   -3.141592654  -95.960928711   14.857616796   22.445368130
   -1.999195325   -3.141592654  -93.325599140   12.304861242   23.897912127
   -1.808795770   -3.141592654  -91.321611705    9.001444210   26.152722644
   -1.618396215   -3.141592654  -89.674225649    9.122703678   28.858182136
   -1.427996661   -3.141592654  -87.489758500   14.726126263   31.266069227
   -1.237597106   -3.141592654  -83.761843365   24.939764619   32.533006554
   -1.047197551   -3.141592654  -77.897977568   36.466036412   32.060979834
   -0.856797996   -3.141592654  -70.036177612   45.229418612   29.711191149
   -0.666398442   -3.141592654  -61.040763805   47.898135065   25.781067530
   -0.475998887   -3.141592654  -52.254375913   42.960320730   20.813180924
   -0.285599332   -3.141592654  -45.127838828   30.671035397   15.321399653
   -0.095199777   -3.141592654  -40.914915273   12.777158751    9.634114712
    0.095199777   -3.141592654  -40.412054691   -7.692773201    3.882804835
    0.285599332   -3.141592654  -43.720693267  -26.443473907   -1.839295701
    0.475998887   -3.141592654  -50.035268016  -38.427536160   -7.284206238
    0.666398442   -3.141592654  -57.622883242  -39.243519107  -11.951484505
    0.856797996   -3.141592654  -64.147887945  -27.399809830  -15.201968182
    1.047197551   -3.141592654  -67.407931670   -5.774321895  -16.527992676
    1.237597106   -3.141592654  -66.153083329   18.653791433  -15.847044082
    1.427996661   -3.141592654  -60.650176498   37.547867528  -13.577343190
    1.618396215   -3.141592654  -52.613603621   44.549082421  -10.447948093
    1.808795770   -3.141592654  -44.581378918   37.537012140   -7.155310097
    1.999195325   -3.141592654  -39.069857967   18.756800882   -4.077690914
    2.189594880   -3.141592654  -37.862667350   -6.688395216   -1.216092106
    2.379994435   -3.141592654  -41.650110979  -32.684849231    1.666681945
    2.570393989   -3.141592654  -49.981653756  -53.561035461    4.811718132
    2.760793544   -3.141592654  -61.446651392  -65.058768011    8.282543807
    2.951193099   -3.141592654  -74.014443721  -65.049955652   11.896688957

   -3.141592654   -2.792526803  -78.364595110  -48.685192399   23.111184075
   -2.951193099   -2.792526803  -86.149011971  -32.442315938   25.838664023
   -2.760793544   -2.792526803  -90.556041447  -13.990645180   27.296202652
   -2.570393989   -2.792526803  -91.635060780    1.835096399   27.708375279
   -2.379994435   -2.792526803  -90.227933091   11.810724742   27.624353928
   -2.189594880   -2.792526803  -87.546517294   15.371912486   27.706573744
   -1.999195325   -2.792526803  -84.652862025   14.564182729   28.437596641
   -1.808795770   -2.792526803  -82.055658116   12.867288281   29.879261791
   -1.618396215   -2.792526803  -79.599382303   13.506998338   31.595324548
   -1.427996661   -2.792526803  -76.661619217   17.965569926   32.801251327
   -1.237597106   -2.792526803  -72.557899945   25.430889790   32.683190661
   -1.047197551   -2.792526803  -66.944846740   33.277311056   30.724787925
   -0.856797996   -2.792526803  -60.047503597   38.379501069   26.894501942
   -0.666398442   -2.792526803  -52.644128611   38.229064613   21.605840018
   -0.475998887   -2.792526803  -45.872324361   31.683393997   15.518759253
   -0.285599332   -2.792526803  -40.954619060   18.920779593    9.256802958
   -0.095199777   -2.792526803  -38.958576462    1.350007301    3.247245736
    0.095199777   -2.792526803  -40.559197887  -18.280950114   -2.307046319
    0.285599332   -2.792526803  -45.768484212  -35.727590122   -7.286189977
    0.475998887   -2.792526803  -53.679713322  -45.787440813  -11.496397336
    0.666398442   -2.792526803  -62.427657452  -43.945148377  -14.596326950
    0.856797996   -2.792526803  -69.548588581  -28.880356374  -16.205685934
    1.047197551   -2.792526803  -72.779770226   -4.031761488  -16.104607461
    1.237597106   -2.792526803  -70.937102430   22.935075616  -14.426539963
    1.427996661   -2.792526803  -64.467428901   43.229739680  -11.637559698
    1.618396215   -2.792526803  -55.304497960   50.555358399   -8.329906136
    1.808795770   -2.792526803  -46.148617146   43.298304806   -4.942440038
    1.999195325   -2.792526803  -39.562414451   24.340193178   -1.590740579
    2.189594880   -2.792526803  -37.273753226   -0.823818486    1.890656387
    2.379994435   -2.792526803  -39.881092373  -26.110961449    5.751033322
    2.570393989   -2.792526803  -46.885540338  -46.236909292   10.093055980
    2.760793544   -2.792526803  -56.917445303  -57.458938240   14.741940767
