#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -107.855502702  -53.567095870   17.283162055
   -2.951193099   -3.141592654 -116.295489381  -34.531121013   19.634087067
   -2.760793544   -3.141592654 -120.895018036  -14.135897562   21.034742932
   -2.570393989   -3.141592654 -121.919980408    2.285290655   21.656792632
   -2.379994435   -3.141592654 -120.477093915   11.515178017   21.967631931
   -2.189594880   -3.141592654 -117.996423512   13.450052975   22.590046763
   -1.999195325   -3.141592654 -115.636751481   10.928954790   24.055090684
   -1.808795770   -3.141592654 -113.837278889    8.306563791   26.544455027
   -1.618396215   -3.141592654 -112.220266036    9.518691363   29.743361771
   -1.427996661   -3.141592654 -109.844713495   16.315878197   32.902737130
   -1.237597106   -3.141592654 -105.706684624   27.603740901   35.098577889
   -1.047197551   -3.141592654  -99.245030182   40.026478335   35.562420887
   -0.856797996   -3.141592654  -90.634094504   49.479277841   33.923471245
   -0.666398442   -3.141592654  -80.788345494   52.488069349   30.255938891
   -0.475998887   -3.141592654  -71.141735554   47.257687253   24.971829809
   -0.285599332   -3.141592654  -63.294232440   33.767169354   18.610962851
   -0.095199777   -3.141592654  -58.679754820   13.740164092   11.699436366
    0.095199777   -3.141592654  -58.243737401   -9.417922973    4.687006518
    0.285599332   -3.141592654  -62.131281716  -30.739016300   -1.998866210
    0.475998887   -3.141592654  -69.444362669  -44.454083566   -7.880549730
    0.666398442   -3.141592654  -78.241670224  -45.707575950  -12.414821264
    0.856797996   -3.141592654  -85.926923431  -32.927887752  -15.114266904
    1.047197551   -3.141592654  -90.059168784   -9.285004969  -15.743211344
    1.237597106   -3.141592654  -89.232768685   17.676138325  -14.488704540
    1.427996661   -3.141592654  -83.681922729   38.920955837  -11.926372525
    1.618396215   -3.141592654  -75.221407148   47.420183730   -8.783261544
    1.808795770   -3.141592654  -66.598223854   40.627971175   -5.624454894
    1.999195325   -3.141592654  -60.578336685   20.817691107   -2.652735886
    2.189594880   -3.141592654  -59.140294182   -6.383399760    0.254953533
    2.379994435   -3.141592654  -63.034094420  -34.024342052    3.352654586
    2.570393989   -3.141592654  -71.711727422  -55.686428231    6.788678269
    2.760793544   -3.141592654  -83.563893684  -66.839059193   10.478517495
    2.951193099   -3.141592654  -96.366899741  -65.680140584   14.113191991

   -3.141592654   -2.792526803 -100.093991768  -49.226464643   25.591856841
   -2.951193099   -2.792526803 -107.916503069  -32.411359183   27.744436056
   -2.760793544   -2.792526803 -112.309837951  -14.003035526   28.618043823
   -2.570393989   -2.792526803 -113.435710553    1.275102719   28.562182777
   -2.379994435   -2.792526803 -112.197239773   10.602264742   28.196226536
   -2.189594880   -2.792526803 -109.779110886   13.889822857   28.200385056
   -1.999195325   -2.792526803 -107.137749106   13.519611754   29.057284266
   -1.808795770   -2.792526803 -104.637213538   12.989310954   30.834448983
   -1.618396215   -2.792526803 -102.005096784   15.255188140   33.100302192
   -1.427996661   -2.792526803  -98.573696467   21.349666224   35.036144188
   -1.237597106   -2.792526803  -93.698670784   30.028575686   35.714043573
   -1.047197551   -2.792526803  -87.144321378   38.423273018   34.426825437
   -0.856797996   -2.792526803  -79.271661904   43.338604788   30.916675447
   -0.666398442   -2.792526803  -70.997600086   42.285075858   25.419562003
   -0.475998887   -2.792526803  -63.591090250   34.172720939   18.550102583
   -0.285599332   -2.792526803  -58.391251638   19.308091272   11.064904744
   -0.095199777   -2.792526803  -56.542039012   -0.606599364    3.684631624
    0.095199777   -2.792526803  -58.722510971  -22.349923767   -3.021327938
    0.285599332   -2.792526803  -64.850906675  -41.179678833   -8.620525368
    0.475998887   -2.792526803  -73.846334646  -51.560911889  -12.776289058
    0.666398442   -2.792526803  -83.636144683  -48.972587391  -15.225161358
    0.856797996   -2.792526803  -91.573928896  -32.347066829  -15.846600300
    1.047197551   -2.792526803  -95.277376109   -5.502748431  -14.749040374
    1.237597106   -2.792526803  -93.517595908   23.493348483  -12.329064160
    1.427996661   -2.792526803  -86.772237203   45.462200248   -9.158936906
    1.618396215   -2.792526803  -77.078315490   53.736686560   -5.770506377
    1.808795770   -2.792526803  -67.302520058   46.438881567   -2.438462943
    1.999195325   -2.792526803  -60.201167203   26.456948844    0.892538972
    2.189594880   -2.792526803  -57.660094706   -0.347692023    4.480718656
    2.379994435   -2.792526803  -60.335655281  -27.252033524    8.556727370
    2.570393989   -2.792526803  -67.661905351  -48.348205786   13.110610369
    2.760793544   -2.792526803  -78.112135626  -59.609388790   17.825029775
    2.951193099   -2.792526803  -89.621017687  -59.486970485   22.166706787

   -3.141592654   -2.443460953  -91.507128783  -44.486083287   23.077880685
   -2.951193099   -2.443460953  -98.638401390  -29.886887559   24.693645547
   -2.760793544   -2.443460953 -102.737201770  -13.333986453   25.237503520
   -2.570393989   -2.443460953 -103.846506834    0.953412557   25.067765271
   -2.379994435   -2.443460953 -102.677893800   10.373834209   24.677262351
   -2.189594880   -2.443460953 -100.217523758   14.681834594   24.520776460
   -1.999195325   -2.443460953  -97.292204002   15.710858993   24.852025145
   -1.808795770   -2.443460953  -94.268708850   16.152331589   25.604836474
   -1.618396215   -2.443460953  -91.033306984   18.180938375   26.367139820
   -1.427996661   -2.443460953  -87.196805606   22.405200910   26.487147676
   -1.237597106   -2.443460953  -82.422387362   27.725606359   25.297902108
   -1.047197551   -2.443460953  -76.698616334   31.964003445   22.380784335
   -0.856797996   -2.443460953  -70.445902163   32.908382667   17.730602539
   -0.666398442   -2.443460953  -64.453975318   29.008176385   11.764749139
   -0.475998887   -2.443460953  -59.716607562   19.720718850    5.187689724
   -0.285599332   -2.443460953  -57.240676945    5.433193510   -1.249938427
   -0.095199777   -2.443460953  -57.863242499  -12.496414444   -6.928901039
    0.095199777   -2.443460953  -62.045309819  -31.376255032  -11.466859501
    0.285599332   -2.443460953  -69.588643077  -46.984902365  -14.689620794
    0.475998887   -2.443460953  -79.383003465  -54.164001378  -16.561997672
    0.666398442   -2.443460953  -89.384482306  -48.649948735  -17.115721985
    0.856797996   -2.443460953  -97.020537608  -29.576003756  -16.447128719
    1.047197551   -2.443460953 -100.018531535   -0.979941908  -14.730080468
    1.237597106   -2.443460953  -97.296236570   28.958948714  -12.253282414
    1.427996661   -2.443460953  -89.481398477   51.139049461   -9.351813919
    1.618396215   -2.443460953  -78.720817922   59.242750680   -6.299390572
    1.808795770   -2.443460953  -67.909494725   51.862793896   -3.192091513
    1.999195325   -2.443460953  -59.748099717   32.251080714    0.071426049
    2.189594880   -2.443460953  -56.028223731    6.293439650    3.682917233
