#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654  -89.362318660  -53.540717773   15.978760568
   -2.951193099   -3.141592654  -97.849971943  -34.938956599   18.611764320
   -2.760793544   -3.141592654 -102.519747780  -14.340317849   20.364547892
   -2.570393989   -3.141592654 -103.525786251    2.757160639   21.305441869
   -2.379994435   -3.141592654 -101.922857760   12.707709511   21.827115420
   -2.189594880   -3.141592654  -99.175444651   14.991693750   22.514500950
   -1.999195325   -3.141592654  -96.536476300   12.228965733   23.882092608
   -1.808795770   -3.141592654  -94.556371481    8.844742623   26.099317990
   -1.618396215   -3.141592654  -92.936047589    9.005470058   28.843407691
   -1.427996661   -3.141592654  -90.764124108   14.713878477   31.381520625
   -1.237597106   -3.141592654  -87.026435359   25.052532949   32.855354406
   -1.047197551   -3.141592654  -81.127049355   36.726199224   32.619423639
   -0.856797996   -3.141592654  -73.197905571   45.681412864   30.468104461
   -0.666398442   -3.141592654  -64.095785216   48.565536208   26.635652391
   -0.475998887   -3.141592654  -55.164976445   43.789131146   21.629387892
   -0.285599332   -3.141592654  -47.875940041   31.516191595   15.969441250
   -0.095199777   -3.141592654  -43.515338051   13.449847233   10.030205741
    0.095199777   -3.141592654  -42.912690503   -7.335356448    4.012402899
    0.285599332   -3.141592654  -46.187633382  -26.448877360   -1.920141935
    0.475998887   -3.141592654  -52.534550339  -38.753600524   -7.469830128
    0.666398442   -3.141592654  -60.207877330  -39.805249666  -12.119436225
    0.856797996   -3.141592654  -66.854322663  -28.098797557  -15.246977917
    1.047197551   -3.141592654  -70.252268195   -6.508353635  -16.386764343
    1.237597106   -3.141592654  -69.132474340   17.981471532  -15.506669095
    1.427996661   -3.141592654  -63.746501518   36.992399939  -13.065857106
    1.618396215   -3.141592654  -55.805683550   44.081788512   -9.812448305
    1.808795770   -3.141592654  -47.862284050   37.045248653   -6.438592835
    1.999195325   -3.141592654  -42.456899128   18.116558817   -3.304956320
    2.189594880   -3.141592654  -41.389009201   -7.504047850   -0.397579869
    2.379994435   -3.141592654  -45.339453378  -33.548647233    2.523081956
    2.570393989   -3.141592654  -53.821558899  -54.240295164    5.686568932
    2.760793544   -3.141592654  -65.379923841  -65.334209987    9.139762848
    2.951193099   -3.141592654  -77.952996724  -64.830799967   12.691037538

   -3.141592654   -2.792526803  -81.917540962  -48.407840419   23.960511727
   -2.951193099   -2.792526803  -89.625370779  -31.942129385   26.516552801
   -2.760793544   -2.792526803  -93.929760126  -13.442712910   27.809849850
   -2.570393989   -2.792526803  -94.913473735    2.260553132   28.076033665
   -2.379994435   -2.792526803  -93.446022707   12.001307328   27.865021657
   -2.189594880   -2.792526803  -90.751911770   15.320304329   27.837266334
   -1.999195325   -2.792526803  -87.883475779   14.377053203   28.481804442
   -1.808795770   -2.792526803  -85.320715392   12.720293206   29.879447302
   -1.618396215   -2.792526803  -82.874664095   13.562636874   31.618525860
   -1.427996661   -2.792526803  -79.900659496   18.287567387   32.926522204
   -1.237597106   -2.792526803  -75.713029058   25.971429892   32.972853210
   -1.047197551   -2.792526803  -69.983829391   33.933726095   31.194308896
   -0.856797996   -2.792526803  -62.958027303   39.055967533   27.496552836
