#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  65
#! SET periodic_phi true
   -3.141592654   15.266919072  -50.986319556
   -3.044928264   10.717476790  -42.921160353
   -2.948263875    7.012284076  -33.615735496
   -2.851599486    4.245311811  -23.653317446
   -2.754935096    2.430950951  -14.106689888
   -2.658270707    1.473944112   -6.030582426
   -2.561606318    1.199535376   -0.054461871
   -2.464941928    1.401707631    3.846939071
   -2.368277539    1.899359092    6.147534012
   -2.271613150    2.562639201    7.291298045
   -2.174948760    3.291191938    7.492056939
   -2.078284371    3.980679410    6.386022071
   -1.981619981    4.475487177    3.332761599
   -1.884955592    4.567999646   -1.894318179
   -1.788291203    4.088769720   -8.201705402
   -1.691626813    3.043783034  -13.090727780
   -1.594962424    1.704042930  -13.971039575
   -1.498298035    0.532665441   -9.593943758
   -1.401633645    0.000000000   -1.103710628
   -1.304969256    0.390201476    9.081343818
   -1.208304867    1.751884990   18.657811829
   -1.111640477    3.964452200   26.669124448
   -1.014976088    6.869041486   33.015758911
   -0.918311699   10.316156061   37.872083734
   -0.821647309   14.162642022   41.266158916
   -0.724982920   18.257702488   43.034574366
   -0.628318531   22.435441063   42.916754328
   -0.531654141   26.505085112   40.796300668
   -0.434989752   30.265377200   36.484045133
   -0.338325363   33.504955277   30.010761836
   -0.241660973   36.021133748   21.547740807
   -0.144996584   37.639487329   11.627710250
   -0.048332195   38.256174867    0.907961483
    0.048332195   37.838347696   -9.672344051
    0.144996584   36.432321172  -19.396315785
    0.241660973   34.142990082  -27.842469859
    0.338325363   31.111430981  -34.724722969
    0.434989752   27.507846274  -39.570924546
    0.531654141   23.555167185  -41.859542376
    0.628318531   19.524695868  -41.166792033
    0.724982920   15.715337299  -37.192699339
    0.821647309   12.448240543  -29.983760006
    0.918311699   10.031594236  -19.631430464
    1.014976088    8.749869184   -6.641733274
    1.111640477    8.818059303    8.151311342
    1.208304867   10.363535449   23.780001072
    1.304969256   13.424396473   39.350145746
    1.401633645   17.951680219   53.898498148
    1.498298035   23.778729777   66.009414728
    1.594962424   30.588034313   73.922948199
    1.691626813   37.904827021   76.362242977
    1.788291203   45.171263438   72.828598730
    1.884955592   51.820789328   63.724331575
    1.981619981   57.344628239   49.697187209
    2.078284371   61.308539967   31.545074647
    2.174948760   63.369298767   10.577594382
    2.271613150   63.340664399  -11.282773589
    2.368277539   61.247104690  -31.710563370
    2.464941928   57.337772348  -48.585969720
    2.561606318   52.032682638  -60.416733184
    2.658270707   45.843896275  -66.927101214
    2.754935096   39.258686889  -68.710333099
    2.851599486   32.678092551  -67.065581273
    2.948263875   26.374401331  -63.128974500
    3.044928264   20.527635285  -57.690875451
